代码	公告日期	违规类型	处罚对象	关系	处分类型	处理人	处罚金额(万元)	相关法规	是否发债	证监会行业(2012)	东财行业
600505.SH	2005-06-15	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	电力、热力、燃气及水生产和供应业	水电
600239.SH	2005-06-13	未按时披露定期报告,未及时披露公司重大事项	徐晖	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	房地产业	房地产
600239.SH	2005-06-13	未按时披露定期报告,未及时披露公司重大事项	张琳	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600239.SH	2005-06-13	未按时披露定期报告,未及时披露公司重大事项	冯斌泽	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	房地产业	房地产
600239.SH	2005-06-13	未按时披露定期报告,未及时披露公司重大事项	张仕发	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	房地产业	房地产
600239.SH	2005-06-13	未按时披露定期报告,未及时披露公司重大事项	许虹	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	房地产业	房地产
600239.SH	2005-06-13	未按时披露定期报告,未及时披露公司重大事项	王铨	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	房地产业	房地产
600239.SH	2005-06-13	未按时披露定期报告,未及时披露公司重大事项	苏乔宝	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600086.SH	2005-06-09	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺书》	否	制造业	珠宝首饰
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	王之钧	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	杨建	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	干福熹	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	邹昌浩	公司高管	公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	覃城	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李光浩	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	韩本飞	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	史笃应	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	刘壮成	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	冷海涛	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	卢庚保	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李建生	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	钱舜尧	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	佘旭	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	桑茂安	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李传文	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	倪进凯	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000887.SZ	2005-06-08	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	制造业	汽车零部件
000430.SZ	2005-06-08	涉嫌违反证券法律法规	张家界旅游集团股份有限公司	公司本身	立案调查	中国证券监督管理委员会湖南监管局			否	水利、环境和公共设施管理业	景区
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	贺东东	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李长征	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李旭东	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	彭跃平	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李兴虎	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	屈波	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	2005-06-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	江来富	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
600516.SH	2005-06-07	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	是	制造业	非金属新材料
000596.SZ	2005-06-01	涉嫌违反证券法律法规	安徽古井贡酒股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	制造业	白酒
000732.SZ	2005-05-31	涉嫌违反证券法律法规	泰禾集团股份有限公司	公司本身	立案调查	中国证券监督管理委员会福建监管局			是	房地产业	房地产
000596.SZ	2005-05-27	未按时披露定期报告			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《关于做好上市公司2004年年度报告工作的通知》,《关于做好上市公司2005年第一季度季度报告工作的通知》	否	制造业	白酒
000035.SZ	2005-05-27	未按时披露定期报告			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《关于做好上市公司2004年年度报告工作的通知》,《关于做好上市公司2005年第一季度季度报告工作的通知》	是	水利、环境和公共设施管理业	环保
000620.SZ	2005-05-27	未按时披露定期报告			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	房地产业	房地产
600506.SH	2005-05-25	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	农、林、牧、渔业	种植业
000982.SZ	2005-05-24	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	其他纺织
000862.SZ	2005-05-24	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	电力、热力、燃气及水生产和供应业	太阳能
000670.SZ	2005-05-18	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	半导体材料
600242.SH	2005-05-18	涉嫌违反证券法律法规	中昌海运股份有限公司	公司本身	立案调查	中国证券监督管理委员会广东证管局			否	交通运输、仓储和邮政业	航运
600635.SH	2005-05-17	未按时披露定期报告			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	是	电力、热力、燃气及水生产和供应业	其他非银行金融
000404.SZ	2005-05-17	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	白色家电
000656.SZ	2005-05-14	未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	40	《中华人民共和国证券法》	是	房地产业	房地产
000035.SZ	2005-05-11	涉嫌违反证券法律法规	中国科健股份有限公司	公司本身	立案调查	中国证券监督管理委员会深圳稽查局			是	水利、环境和公共设施管理业	环保
000921.SZ	2005-05-10	涉嫌违反证券法律法规	海信科龙电器股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	制造业	白色家电
600615.SH	2005-05-10	未按时披露定期报告,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	35	《中华人民共和国证券法》	否	制造业	金属制品
000529.SZ	2005-04-30	涉嫌违反证券法律法规	广东广弘控股股份有限公司	公司本身	立案调查	中国证监会广东监管局			否	制造业	综合
000757.SZ	2005-04-26	涉嫌违反证券法律法规	四川方向光电股份有限公司	公司本身	立案调查	中国证监会成都稽查局			否	制造业	汽车零部件
600734.SH	2005-04-25	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	批发和零售业	通信传输设备
000620.SZ	2005-04-25	涉嫌违反证券法律法规	新华联不动产股份有限公司	公司本身	立案调查	牡丹江市公安局			是	房地产业	房地产
000656.SZ	2005-04-20	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	陈凯	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	是	房地产业	房地产
600615.SH	2005-04-20	未按时披露定期报告,未及时披露公司重大事项	俞夏林	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	金属制品
600615.SH	2005-04-20	未按时披露定期报告,未及时披露公司重大事项	夏润芳	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	金属制品
000656.SZ	2005-04-20	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	陈建	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
600615.SH	2005-04-20	未按时披露定期报告,未及时披露公司重大事项	王延涛	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	制造业	金属制品
000656.SZ	2005-04-20	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	屈波	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	房地产业	房地产
600615.SH	2005-04-20	未按时披露定期报告,未及时披露公司重大事项	王志	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	金属制品
600615.SH	2005-04-20	未按时披露定期报告,未及时披露公司重大事项	韩铭	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	金属制品
600615.SH	2005-04-20	未按时披露定期报告,未及时披露公司重大事项	肖金泉	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	金属制品
600615.SH	2005-04-20	未按时披露定期报告,未及时披露公司重大事项	宋波	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	金属制品
000656.SZ	2005-04-20	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	袁进夫	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600615.SH	2005-04-20	未按时披露定期报告,未及时披露公司重大事项	李云龙	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	金属制品
000656.SZ	2005-04-20	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	罗应增	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600615.SH	2005-04-20	未按时披露定期报告,未及时披露公司重大事项	张明忠	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	金属制品
000656.SZ	2005-04-20	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	贾培基	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600615.SH	2005-04-20	未按时披露定期报告,未及时披露公司重大事项	彭龙	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	金属制品
600615.SH	2005-04-20	未按时披露定期报告,未及时披露公司重大事项	王道庚	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	金属制品
600615.SH	2005-04-20	未按时披露定期报告,未及时披露公司重大事项	秦永泉	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	金属制品
000656.SZ	2005-04-20	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	曾朝夕	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600248.SH	2005-04-19	涉嫌违反证券法律法规	陕西延长石油化建股份有限公司	公司本身	立案调查	中国证监会西安稽查局		《中华人民共和国证券法》	否	建筑业	专业工程
000925.SZ	2005-04-15	涉嫌违反证券法律法规	浙江众合机电股份有限公司	公司本身	立案调查	中国证券监督管理委员会			是	制造业	铁路专用设备及器材
000887.SZ	2005-04-15	涉嫌违反证券法律法规	安徽中鼎密封件股份有限公司	公司本身	立案调查	中国证券监督管理委员会			是	制造业	汽车零部件
600728.SH	2005-04-02	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	信息传输、软件和信息技术服务业	增值服务
000993.SZ	2005-03-30	涉嫌违反证券法律法规	福建闽东电力股份有限公司	公司本身	立案调查	中国证券监督管理委员会福建监管局			是	电力、热力、燃气及水生产和供应业	水电
000751.SZ	2005-03-30	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	铅锌
000779.SZ	2005-03-28	业绩预测结果不准确或不及时			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《关于做好上市公司2004年年度报告工作的通知》	否	制造业	毛纺
000993.SZ	2005-03-24	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	电力、热力、燃气及水生产和供应业	水电
000922.SZ	2005-03-22	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	电机
000779.SZ	2005-03-15	涉嫌违反证券法律法规	兰州三毛实业股份有限公司	公司本身	立案调查	中国证券监督管理委员会甘肃监管局			否	制造业	毛纺
000622.SZ	2005-03-15	涉嫌违反证券法律法规	岳阳恒立冷气设备股份有限公司	公司本身	立案调查	中国证券监督管理委员会湖南监管局			否	制造业	汽车零部件
000863.SZ	2005-03-10	涉嫌违反证券法律法规	三湘股份有限公司	公司本身	立案调查	中国证监会沈阳稽查局			是	房地产业	房地产
600728.SH	2005-02-17	涉嫌违反证券法律法规	佳都新太科技股份有限公司	公司本身	立案调查	中国证券监督管理委员会广东监管局			否	信息传输、软件和信息技术服务业	增值服务
000693.SZ	2005-01-29	涉嫌违反证券法律法规	成都聚友网络股份有限公司	公司本身	立案调查	中国证券监督管理委员会成都稽查局			否	采矿业	小金属
600272.SH	2005-01-26	涉嫌违反证券法律法规	上海开开实业股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	批发和零售业	服装
000892.SZ	2005-01-18	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	信息传输、软件和信息技术服务业	综合
000156.SZ	2005-01-13	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	文化、体育和娱乐业	广播与电视
000430.SZ	2005-01-13	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	水利、环境和公共设施管理业	景区
600608.SH	2005-01-12	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	制造业	综合
000863.SZ	2005-01-12	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	房地产业	房地产
000055.SZ	2005-01-06	涉嫌违反证券法律法规	方大集团股份有限公司	公司本身	立案调查	中国证券监督管理委员会深圳稽查局			是	制造业	专业工程
000713.SZ	2005-01-05	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	60	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	否	农、林、牧、渔业	种子
600696.SH	2005-01-04	涉嫌违反证券法律法规	上海多伦实业股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	房地产业	房地产
600629.SH	2006-12-30	涉嫌违反证券法律法规	上海棱光实业股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	科学研究和技术服务业	其他建材
600637.SH	2006-12-30	未依法履行其他职责			公开处罚	国家外汇管理局上海市分局	360	《中华人民共和国行政处罚法》,《出口收汇核销管理办法》	是	信息传输、软件和信息技术服务业	广播与电视
000732.SZ	2006-12-29	未按时披露定期报告,未依法履行其他职责			公开批评	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
000670.SZ	2006-12-29	涉嫌违反证券法律法规	舜元地产发展股份有限公司	公司本身	立案调查	中国证券监督管理委员会武汉稽查局			否	制造业	半导体材料
000498.SZ	2006-12-29	涉嫌违反证券法律法规	丹东化学纤维股份有限公司	公司本身	立案调查	中国证监会沈阳稽查局			否	建筑业	基础建设
600722.SH	2006-12-26	涉嫌违反证券法律法规	河北金牛化工股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	制造业	氯碱
600703.SH	2006-12-26	涉嫌违反证券法律法规	三安光电股份有限公司	公司本身	立案调查	公安机关			否	制造业	光电子器件
000780.SZ	2006-12-26	涉嫌违反证券法律法规	内蒙古平庄能源股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	采矿业	煤炭开采洗选
000670.SZ	2006-12-26	涉嫌违反证券法律法规	舜元地产发展股份有限公司	公司本身	立案调查	公安机关			否	制造业	半导体材料
600338.SH	2006-12-22	涉嫌违反证券法律法规	西藏珠峰工业股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	制造业	铅锌
000413.SZ	2006-12-20	未按时披露定期报告	董庆祥	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	制造业	显示器件
600610.SH	2006-12-20	涉嫌违反证券法律法规	中国纺织机械股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	建筑业	专业工程
000921.SZ	2006-12-19	未按时披露定期报告			公开批评	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	白色家电
600094.SH	2006-12-14	涉嫌违反证券法律法规	上海大名城企业股份有限公司	公司本身	立案调查	中国证券监督管理委员会上海稽查局			是	房地产业	房地产
600728.SH	2006-12-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	贾华章	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
600728.SH	2006-12-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	翟才忠	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
600728.SH	2006-12-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	潘福久	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
600728.SH	2006-12-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	邓龙龙	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
600728.SH	2006-12-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	余志	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
600728.SH	2006-12-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	梁平	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
600728.SH	2006-12-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	胡广雄	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
600728.SH	2006-12-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	冯邦彦	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
600728.SH	2006-12-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	许兆滨	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
600728.SH	2006-12-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	王斌	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
600728.SH	2006-12-08	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	张毅	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
000631.SZ	2006-12-05	未按时披露定期报告			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	房地产业	房地产
600248.SH	2006-12-01	信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	建筑业	专业工程
000863.SZ	2006-11-29	未及时披露公司重大事项	黄勇	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	是	房地产业	房地产
000863.SZ	2006-11-29	未及时披露公司重大事项	毕春斌	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	房地产业	房地产
000863.SZ	2006-11-29	未及时披露公司重大事项	吴力	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	是	房地产业	房地产
600155.SH	2006-11-25	涉嫌违反证券法律法规	河北宝硕股份有限公司	公司本身	立案调查	保定市公安局		《中华人民共和国刑事诉讼法》	否	制造业	塑料制品
600705.SH	2006-11-24	涉嫌违反证券法律法规	中航投资控股股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《中华人民共和国证券法》	否	金融业	其他非银行金融
600112.SH	2006-11-23	涉嫌违反证券法律法规	贵州长征电气股份有限公司	公司本身	立案调查	中国证券监督管理委员会			是	制造业	其他输变电设备
600764.SH	2006-11-22	涉嫌违反证券法律法规	中电广通股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	信息传输、软件和信息技术服务业	集成电路
600722.SH	2006-11-21	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	否	制造业	氯碱
600771.SH	2006-11-20	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	否	制造业	化学制剂
600771.SH	2006-11-06	涉嫌违反证券法律法规	东盛科技股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	制造业	化学制剂
600155.SH	2006-11-04	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	否	制造业	塑料制品
600155.SH	2006-10-23	涉嫌违反证券法律法规	河北宝硕股份有限公司	公司本身	立案调查	中国证券监督管理委员会河北监管局			否	制造业	塑料制品
000035.SZ	2006-10-12	未及时披露公司重大事项	侯自强	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	水利、环境和公共设施管理业	环保
000035.SZ	2006-10-12	未及时披露公司重大事项	郝建学	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	水利、环境和公共设施管理业	环保
000035.SZ	2006-10-12	未及时披露公司重大事项	曹传德	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	水利、环境和公共设施管理业	环保
000035.SZ	2006-10-12	未及时披露公司重大事项	何小勇	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	水利、环境和公共设施管理业	环保
600634.SH	2006-10-11	未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	制造业	其他建材
600800.SH	2006-09-28	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	否	制造业	电子设备制造
600634.SH	2006-09-19	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	朱国兴	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他建材
600634.SH	2006-09-19	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	芮明杰	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他建材
600634.SH	2006-09-19	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	唐海根	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	制造业	其他建材
600634.SH	2006-09-19	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	洪波	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他建材
600634.SH	2006-09-19	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	董雪根	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他建材
600634.SH	2006-09-19	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	周敏	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他建材
000631.SZ	2006-09-19	未按时披露定期报告			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	房地产业	房地产
600446.SH	2006-09-19	涉嫌违反证券法律法规	深圳市金证科技股份有限公司	公司本身	立案调查	深圳稽查局			否	信息传输、软件和信息技术服务业	行业应用软件
000780.SZ	2006-09-19	未按时披露定期报告			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	采矿业	煤炭开采洗选
000760.SZ	2006-09-15	未依法履行其他职责			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	汽车零部件
600757.SH	2006-09-04	涉嫌违反证券法律法规	长江出版传媒股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《证券法规》	否	文化、体育和娱乐业	出版发行
000981.SZ	2006-09-01	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	房地产业	房地产
000806.SZ	2006-08-17	涉嫌违反证券法律法规	北海银河高科技产业股份有限公司	公司本身	立案调查	中国证券监督管理委员会广西监管局			否	制造业	其他输变电设备
600112.SH	2006-08-12	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《公开发行证券的公司信息披露内容与格式准则》,《上海证券交易所股票上市规则》	是	制造业	其他输变电设备
000779.SZ	2006-08-02	业绩预测结果不准确或不及时			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	毛纺
