,open,high,low,close,volume,amount
2015-01-23,14.72,14.72,14.72,14.72,44400.0,653568.0
2015-01-26,16.19,16.19,16.19,16.19,6700.0,108473.0
2015-01-27,17.81,17.81,17.81,17.81,26000.0,463060.0
2015-01-28,19.59,19.59,19.59,19.59,54400.0,1065696.0
2015-01-29,21.55,21.55,21.55,21.55,124199.0,2676488.0
2015-01-30,23.71,23.71,23.71,23.71,246333.0,5840555.0
2015-02-02,26.08,26.08,26.08,26.08,314200.0,8194336.0
2015-02-03,28.69,28.69,28.69,28.69,185800.0,5330602.0
2015-02-04,31.56,31.56,31.56,31.56,380099.0,11995924.0
2015-02-05,34.72,34.72,34.72,34.72,335450.0,11646824.0
2015-02-06,36.0,36.0,31.25,31.25,5562734.0,185196384.0
2015-02-09,28.13,28.13,28.13,28.13,204800.0,5761024.0
2015-02-10,25.32,30.93,25.32,26.75,8910327.0,231646384.0
2015-02-11,25.99,26.66,25.6,26.05,7770653.0,201781120.0
2015-02-12,25.75,26.13,25.28,25.69,4554403.0,116884000.0
2015-02-13,25.71,26.11,25.6,25.94,5968961.0,153955088.0
2015-02-16,25.98,25.98,25.36,25.62,3357436.0,86064256.0
2015-02-17,25.68,25.73,25.3,25.31,2885318.0,73467536.0
2015-02-25,25.5,25.5,25.21,25.25,1976149.0,50047992.0
2015-02-26,25.19,25.5,25.03,25.42,2239110.0,56689008.0
2015-02-27,25.43,25.69,25.33,25.58,2433078.0,62028104.0
2015-03-02,25.6,26.64,25.45,26.55,5082368.0,131840616.0
2015-03-03,26.25,26.25,25.57,25.58,3783567.0,97817616.0
2015-03-04,25.49,25.96,25.39,25.74,2550477.0,65417240.0
2015-03-05,25.72,25.86,25.58,25.63,2115434.0,54366536.0
2015-03-06,25.63,25.72,25.02,25.03,2412755.0,60969056.0
2015-03-09,24.9,24.9,24.05,24.46,1885330.0,45896448.0
2015-03-10,24.46,24.94,24.41,24.91,1767112.0,43689440.0
2015-03-11,24.85,24.99,24.7,24.87,1533155.0,38079016.0
2015-03-12,24.96,25.01,24.26,24.38,1894558.0,46496212.0
2015-03-13,24.38,25.0,24.38,24.96,1895948.0,46998876.0
2015-03-16,25.23,26.26,25.08,26.24,5590415.0,145019904.0
2015-03-17,26.6,26.85,25.99,26.33,4992511.0,131393656.0
2015-03-18,26.2,28.61,26.1,28.59,6304226.0,172217344.0
2015-03-19,28.5,28.96,27.38,28.44,4778847.0,134576896.0
2015-03-20,27.89,29.88,27.89,29.3,4660349.0,133809912.0
2015-03-23,29.33,29.45,28.8,29.12,2892758.0,83868696.0
2015-03-24,29.12,29.35,27.5,28.58,3278149.0,93626240.0
2015-03-25,28.4,29.3,27.72,29.1,3587749.0,103197136.0
2015-03-26,28.67,29.88,28.65,28.66,2620797.0,76399920.0
2015-03-27,28.65,30.1,28.43,29.42,3574538.0,105654472.0
2015-03-30,29.15,29.48,28.91,29.28,1873000.0,54581052.0
2015-03-31,29.21,29.37,28.5,28.6,2180449.0,63020884.0
2015-04-01,28.55,29.2,28.47,29.07,1729900.0,49832888.0
2015-04-02,29.1,30.99,28.9,30.33,3480802.0,103738080.0
2015-04-03,30.0,30.79,29.31,30.3,2945622.0,88595536.0
2015-04-07,30.48,31.6,30.48,31.33,4634792.0,144557376.0
2015-04-08,31.42,31.68,30.42,31.57,3280538.0,102053728.0
2015-04-09,31.6,31.78,29.8,31.09,2503428.0,77125208.0
2015-04-10,30.26,31.03,29.97,30.72,2745092.0,84128520.0
2015-04-13,31.0,31.95,30.42,31.57,4133521.0,128640080.0
2015-04-14,31.4,31.76,30.68,31.0,2345653.0,73363400.0
2015-04-15,31.0,31.08,28.8,28.82,2165301.0,64350928.0
2015-04-16,28.8,29.45,28.21,29.18,2275803.0,65351772.0
2015-04-17,29.24,29.64,29.01,29.13,2625110.0,76880816.0
2015-04-20,29.1,30.56,28.18,30.39,4820401.0,143013232.0
2015-04-21,30.18,33.43,30.1,33.43,8460400.0,276432064.0
2015-04-22,34.1,35.88,33.0,34.18,8677500.0,294506144.0
2015-04-23,34.45,35.2,33.88,34.21,4871073.0,168062176.0
2015-04-24,33.1,34.14,32.8,33.21,3522767.0,117321384.0
2015-04-27,32.81,36.53,32.81,36.53,6106256.0,214932560.0
2015-04-28,36.9,40.18,35.0,40.18,7763312.0,291428032.0
2015-04-29,40.68,44.2,39.38,44.2,6880269.0,288069600.0
2015-04-30,45.35,48.62,45.35,47.43,10361470.0,495143264.0
2015-05-04,46.17,52.17,42.7,52.17,9020271.0,413108256.0
2015-05-05,52.0,56.01,48.0,49.91,9210738.0,472481088.0
2015-05-06,49.62,52.39,47.0,52.21,8809841.0,444474656.0
2015-05-07,50.03,53.65,49.11,53.03,5712118.0,297924064.0
2015-05-08,52.61,58.3,51.48,52.27,10055163.0,540879488.0
2015-05-11,50.12,57.5,50.03,57.5,8249042.0,449883072.0
2015-05-12,57.99,63.25,56.44,63.25,6421919.0,387886016.0
